Region,Income Group,Indicator Name_x,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
East Asia & Pacific,High income,Coal rents (% of GDP),0.050266469599360514,0.017715605099111287,0.01741868784552373,0.017114618786048162,0.07255805895235069,0.276277893389654,0.2673376882969464,0.2614675293972343,0.1902894003453067,0.1829943683850204,0.14288275724613164,0.23960044842596467,0.2239758013698611,0.15807922082355802,0.11698037900881193,0.13071158312533537,0.0731097561294369,0.02080212882236659,0.026175598377282276,0.037317020506837086,0.04221675703065079,0.039236233615096774,0.027873440366797585,0.015423312764067363,0.006044647268979824,0.017400281823135848,0.011955593038034278,0.011242033683421818,0.01851405168907586,0.011347326910327454,0.02083573491479999,0.0933466242665761,0.05055091724074386,0.03335108652545318,0.11847526558818518,0.12537211884404778,0.13236785919571753,0.09971209615049272,0.3614435336311232,0.17344308985339063,0.2086793981392489,0.25465011863638504,0.12425287367182003,0.08931424529681804,0.08257457145045032,0.05420155083963468,0.0680822777582872,0.0890496235325011,0.09122158287647243
East Asia & Pacific,High income,Forest rents (% of GDP),0.23298364375457922,0.230739824250206,0.19892676502678266,0.30231289639107967,0.2030111004989512,0.2426131002289758,0.291363706321354,0.21135626663569737,0.234870035645207,0.2765729933760855,0.2907485422145626,0.2511035333914795,0.25656247829391965,0.20456491502294605,0.15315372923789722,0.20444069080170765,0.17607463560308403,0.13273948663353835,0.12225416227290889,0.13520858897072574,0.1464704464108986,0.14947768424871305,0.13938527606232998,0.16261537393082498,0.13746985771191672,0.13703365780910529,0.12425651080505487,0.11243101072833832,0.11271965965494035,0.10502408278783348,0.11294966597072403,0.13369028944033345,0.10288492984426774,0.08621828060009952,0.05692876977434118,0.0637171247789501,0.06527978301356684,0.06926274271487076,0.07469277066157823,0.0816166104288148,0.06903384405948144,0.061244699111681455,0.05990899206505946,0.058976461874918035,0.05800003715807784,0.06046441377508486,0.05848761833892981,0.062347701959826474,0.05944805835246017
East Asia & Pacific,High income,Mineral rents (% of GDP),3.10378306750818,2.740962779365519,1.5254115135577064,1.3705686430797648,0.9967916085300335,1.383864900957115,1.904814651786315,1.527076015303563,0.1868295286390139,0.6049932809362729,0.6061597175281188,0.17127456607847374,0.15407111744708893,0.13934135052371982,0.15004751535342145,0.16789374921785566,0.14313922218637506,0.15305249364472484,2.3355866897123194,2.758958167375233,0.5509035232888662,0.32741772786230944,0.1278508244881396,0.10922256607346925,0.11432536559578318,0.10472709015951534,0.10750825524312999,0.09562397038668394,0.12416124802624817,0.11474414839072149,0.664922636058434,0.16877607844320788,0.13766647367426252,0.146471471898599,0.18040315365557322,0.2916997404412345,0.399403471563419,0.5846015910337988,0.5862326863346666,0.4159500112025524,0.6010956895003716,0.6393271385745392,0.48180159128782507,0.5372781513209574,0.48897814786452104,0.34388828808813265,0.40832740639185183,0.46715752872306343,0.432075733627778
East Asia & Pacific,High income,Natural gas rents (% of GDP),0.0,0.0,0.007874038583990389,0.002363764165175038,0.19681026283779032,0.9233437377181705,1.1034246391839249,0.9843603193052235,0.9171570256618261,0.06844290308766295,0.7927146100629393,0.3016300576031788,0.03403477555819662,0.20666551679693365,0.27743552336109045,0.37596422383171085,0.8516520252710768,0.5063020230611477,0.41353312851206236,0.43999044178043994,0.6109249238390954,0.41055016557301516,0.2873514537399721,0.3694316139223196,0.4479714364631332,0.47902641207805907,0.5497663254212463,0.5293323158597537,0.40291898872703724,0.4819117807374811,0.6828342679124081,0.8442083050182404,0.6541935171906791,0.7879944684261138,0.808690311619668,0.7191989577791202,0.7141555058733542,0.7001372325191447,0.7420057733125234,0.940351050972362,0.6225832715602555,0.6329084357282958,0.6290059506461689,0.5946694971215554,0.7822830250735333,1.2674084523949167,0.9015878707808838,0.9580677887526606,2.1978637455103076
East Asia & Pacific,High income,Oil rents (% of GDP),0.6172893411094458,0.9878766687053595,2.310683575665098,3.9645204117788753,8.077390003926125,7.608196374077155,7.889792890153421,7.632650841431139,7.092535688105384,0.5482743029813741,5.974023119179211,3.926852163150108,2.256638762313298,3.0751113945270134,3.083809492514546,3.1491530667408147,2.2848215684898223,2.4722651930114736,1.8790314205011769,2.3343704297610395,3.0682264018194916,1.768459466788353,1.7779640850948457,1.7621043332650401,1.6057001673935307,1.4798822118392838,1.6602270143042896,1.4929982129574704,0.93735710328708,1.5680683540883622,2.5834975373544244,2.493167717348967,1.8484018028549112,1.9570553593076572,2.4509424307316223,3.238321782851662,3.3961717269502425,2.5711641782857955,2.7663023434984413,1.8325803684825983,1.9219929288719413,2.551045583410731,2.224299650317903,1.8080442990536798,1.4395577731661882,0.7399592238119116,0.6531813452519846,0.8367518237065298,1.109439874898245
East Asia & Pacific,High income,Total natural resources rents (% of GDP),3.6278730194000834,3.753829927685875,3.541208735769197,4.771547268705357,7.691725851252745,8.477003116329955,9.398832416267686,8.643915707598728,6.799463430816172,1.568671513271826,7.806528746230963,4.8904607686492065,2.9252829349823655,3.7837623976941672,3.7814266394757703,4.028163313717417,3.528797207679785,3.2851613251732497,4.77658099937574,5.705844648394271,4.418742052388999,2.6951412780874806,2.360425079752086,2.418797199955728,2.3115114744333423,2.218069653709099,2.453713698811762,2.241627543615669,1.5956710513843775,2.2810956929147244,3.766206429467009,3.3519976093357986,2.3294892340255338,2.5059268641653367,3.0012384753803985,3.695965568426858,3.9359792389564205,3.4119662939849364,3.827085898267043,2.9082366747018353,2.964509199036056,3.5660752858324027,3.02300931221613,2.6655017939811825,2.5804062599073894,2.1794735304829604,1.86794952518122,2.161704777357137,2.8590137160086666
East Asia & Pacific,Lower middle income,Coal rents (% of GDP),,7.36910306425573e-05,9.224214068473441e-05,0.000129215673602331,0.0009431053619684331,0.00651627281004936,0.00660467375530457,0.0138285557510828,0.00859639348005766,0.00701850126878915,0.0026923138509253,0.8905191542404413,1.1203726916873535,0.7715556952832827,0.6617084215578396,0.3484053367747069,0.13859792035032703,0.027854488574088124,0.08970899110401431,0.16245579616112266,0.20413961117538731,0.18682881302914378,0.16432487403360177,0.06733302804609657,0.05631368970548172,0.13785805154006067,0.09354282581251079,0.05682866198099054,0.11743826847935258,0.05837236286820546,0.1554472423702181,0.3699231427223143,0.17408022009152974,0.14268634100798153,0.6831560092646909,0.6113461468950867,0.5595639464803106,0.6680962335193151,1.668428864988504,1.1260608433631527,2.0205214743303244,2.7995192735205108,1.058789063840626,0.6521857297795958,0.5580249256539079,0.2919352895257235,0.4614986207350141,0.811765774774192,0.9057774496926869
East Asia & Pacific,Lower middle income,Forest rents (% of GDP),2.016097189311232,2.2974000308954,4.061276224425528,6.218559124261996,5.06908765881574,3.5149113540226136,3.2131516306424306,3.5911899411378476,2.689672185841012,2.7846525245905402,3.0283565944612385,2.05907750412387,3.241880656591231,2.501114059530169,1.6968510685069214,1.769294649525464,2.0350549862167155,2.1706905810960055,2.3254246279568633,2.750054290532537,2.7923565923520646,2.437170993645994,2.898803392396513,2.9697664642262915,3.1179466610686317,3.7867232950992444,3.688064187099645,2.9658101962119017,3.1259021142874865,2.1834198338519384,1.9434256422791625,2.3119265353443823,2.5916453781733364,3.2899545474640686,2.7674416656105385,2.350295648899092,2.874820893584383,3.5061141743106194,3.8621621878124857,3.0304219467493403,3.216876368722559,3.0050226425545024,2.7318842634887885,2.5979760921567507,3.333010084791569,2.8492998185782183,2.7207857635988333,2.908384273971303,2.4082960756664815
East Asia & Pacific,Lower middle income,Mineral rents (% of GDP),0.7089018938394176,0.446321220561512,3.282798304203202,5.6423720327161835,6.129910415313718,4.562429392476,4.363146550628954,4.070345358161393,4.0036460325753325,4.011001302541918,4.501287534804712,3.455498567723295,2.912774412815267,2.852498810926311,2.303903648032479,2.8490647594771765,2.058206093216706,2.6126602823364795,3.2265336643696703,3.04651688220481,2.9445292012506714,2.684131244915103,2.650280757799086,2.0783350988154092,2.712517146129137,3.123797925339635,2.166317338563693,1.8320412938590382,1.4230981720428098,1.5154765435722437,1.7045132968821475,1.5807517648890517,1.8778902456951574,2.0914120450845712,3.1650896903162367,3.6877838257207536,5.557825688876194,5.114775806156133,4.390970980397897,4.003816191549279,4.7481907465102,5.21369265394432,4.51490355952168,4.08667991565387,3.526733678049904,2.752894888896803,3.433681396249112,4.129609267636976,4.272454746229966
East Asia & Pacific,Lower middle income,Natural gas rents (% of GDP),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4139618838991217e-05,0.000292479988267525,0.0005878255960381886,0.0013925701992032438,0.002363772855301994,0.0010253744807891662,0.0005419858683699,0.0011884393446954175,0.001997104659440316,0.00344098226918225,0.004951443984128263,0.005370428406415778,0.006016131303278989,0.005819100739624535,0.009878903714858897,0.010811898489407654,0.011052290280897496,0.01726369163592904,0.1543248817049694,0.3591743242729012,0.3782627030794174,0.33863543174248434,0.49766593031406103,0.5719429404179959,0.55010055015841,0.464588118285962,0.3622864981453432,0.3107094855255742,0.22823793758235836,0.250693758082846,0.25355078882805315,0.23477444926388508,0.5242252697806677,0.9510930290677198,3.1975858612526467,3.401376906433491,1.8021868030849502
